module_item_id,canvas_module_item_id,course_id,course_code,module_id,module_order,item_order,title,item_type,destination_canvas_object_type,destination_canvas_object_id,destination_object_id,destination_page_id,href,external_href,indent,requirements,requirement_raw,capture_status,source_page_id,source_url,source_text_sample
mi-mth-252-26982529,26982529,2080857,MTH-252,mod-mth-252-002-start-here,2,11,Gradescope Submission Using Phone (no audio),External Tool,module_item,26982529,obj-mth-252-module-item-26982529,00033-mth-252-module-item-gradescope-submission-using-phone-no-audio,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982529,,3,progression|must_view,context_module_item student-view context_external_tool indent_3 progression_requirement must_view_requirement ContextExternalTool_234128,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,External Tool Gradescope Submission Using Phone (no audio) Gradescope Submission Using Phone (no audio) 10 must_view context_external_tool 26982529 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been
mi-mth-252-26982530,26982530,2080857,MTH-252,mod-mth-252-002-start-here,2,12,Gradescope Submission Using Computer (no audio),External Tool,module_item,26982530,obj-mth-252-module-item-26982530,00034-mth-252-module-item-gradescope-submission-using-computer-no-audio,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982530,,3,progression|must_view,context_module_item student-view context_external_tool indent_3 progression_requirement must_view_requirement ContextExternalTool_234128,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,External Tool Gradescope Submission Using Computer (no audio) Gradescope Submission Using Computer (no audio) 11 must_view context_external_tool 26982530 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item ha
mi-mth-252-26982531,26982531,2080857,MTH-252,mod-mth-252-002-start-here,2,13,Start Here — Where to go for help?,Page,page,start-here-where-to-go-for-help,obj-mth-252-page-start-here-where-to-go-for-help,00035-mth-252-module-item-start-here-where-to-go-for-help-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982531,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724904 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Start Here — Where to go for help? Start Here — Where to go for help? 12 wiki_page 26982531 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this mo
mi-mth-252-26982532,26982532,2080857,MTH-252,mod-mth-252-002-start-here,2,14,Start Here — Accessibility Statements & Privacy Policies,Page,page,start-here-accessibility-statements-and-privacy-policies,obj-mth-252-page-start-here-accessibility-statements-and-privacy-policies,00036-mth-252-module-item-start-here-accessibility-statements-privacy-policies-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982532,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724897 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Start Here — Accessibility Statements & Privacy Policies Start Here — Accessibility Statements & Privacy Policies 13 wiki_page 26982532 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed
mi-mth-252-26982533,26982533,2080857,MTH-252,mod-mth-252-002-start-here,2,15,Start Here — Sources Cited,Page,page,start-here-sources-cited,obj-mth-252-page-start-here-sources-cited,00037-mth-252-module-item-start-here-sources-cited-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982533,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724901 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Start Here — Sources Cited Start Here — Sources Cited 14 wiki_page 26982533 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done i
mi-mth-252-26982534,26982534,2080857,MTH-252,mod-mth-252-002-start-here,2,16,Start Here — Conclusion,Page,page,start-here-conclusion,obj-mth-252-page-start-here-conclusion,00038-mth-252-module-item-start-here-conclusion-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982534,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724898 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Start Here — Conclusion Start Here — Conclusion 15 wiki_page 26982534 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in orde
mi-mth-252-26982539,26982539,2080857,MTH-252,mod-mth-252-002-start-here,2,17,Q&A Discussion,Discussion Topic,discussion,11593476,obj-mth-252-discussion-11593476,00039-mth-252-module-item-topic-q-a-discussion,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982539,,0,,context_module_item student-view discussion_topic indent_0 _requirement DiscussionTopic_11593476 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Discussion Topic Q&A Discussion Q&A Discussion 16 discussion_topic 26982539 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in ord
mi-mth-252-26982535,26982535,2080857,MTH-252,mod-mth-252-003-tutoring-support-and-course-resources,3,18,Website: MSLC --> Peer tutoring,External Url,module_item,26982535,obj-mth-252-module-item-26982535,00439-mth-252-linked-detail-website-mslc-peer-tutoring,https://math.oregonstate.edu/undergraduate/mathematics-statistics-learning-center,https://math.oregonstate.edu/undergraduate/mathematics-statistics-learning-center,0,,context_module_item student-view external_url indent_0 _requirement ExternalUrl_0,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,External Url Website: MSLC --> Peer tutoring Website: MSLC --> Peer tutoring 1 external_url 26982535 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark thi
mi-mth-252-26982536,26982536,2080857,MTH-252,mod-mth-252-003-tutoring-support-and-course-resources,3,19,MSLC Summer Tutoring Hours.pdf,Attachment,file,119223484,obj-mth-252-file-119223484,00040-mth-252-module-item-mlc-hours-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982536,,0,,context_module_item student-view attachment indent_0 _requirement Attachment_119223484,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Attachment MSLC Summer Tutoring Hours.pdf MSLC Summer Tutoring Hours.pdf 2 attachment 26982536 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this modu
mi-mth-252-26982537,26982537,2080857,MTH-252,mod-mth-252-003-tutoring-support-and-course-resources,3,20,How-To Videos,Page,page,how-to-videos,obj-mth-252-page-how-to-videos,00041-mth-252-module-item-how-to-videos-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982537,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724870 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page How-To Videos How-To Videos 3 wiki_page 26982537 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked 
mi-mth-252-26982538,26982538,2080857,MTH-252,mod-mth-252-003-tutoring-support-and-course-resources,3,21,CamScanner: Making ONE pdf with multiple pages Links to an external site.,External Url,module_item,26982538,obj-mth-252-module-item-26982538,00441-mth-252-linked-detail-camscanner-making-one-pdf-with-multiple-pages,https://youtu.be/aP78GQc9gNA,https://youtu.be/aP78GQc9gNA,0,,context_module_item student-view external_url indent_0 _requirement ExternalUrl_0,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,External Url CamScanner: Making ONE pdf with multiple pages Links to an external site. CamScanner: Making ONE pdf with multiple pages 4 external_url 26982538 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module ite
mi-mth-252-26982540,26982540,2080857,MTH-252,mod-mth-252-004-mth-251-review-optional,4,22,Review (Optional) - 3.3 Differentiation Rules,External Tool,module_item,26982540,obj-mth-252-module-item-26982540,00042-mth-252-module-item-review-optional-3-3-differentiation-rules,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982540,,0,,context_module_item student-view context_external_tool indent_0 _requirement ContextExternalTool_118915,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,External Tool Review (Optional) - 3.3 Differentiation Rules Review (Optional) - 3.3 Differentiation Rules 1 context_external_tool 26982540 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed a
mi-mth-252-26982541,26982541,2080857,MTH-252,mod-mth-252-004-mth-251-review-optional,4,23,Review (Optional) - 3.5 Derivatives of Trigonometric Functions,External Tool,module_item,26982541,obj-mth-252-module-item-26982541,00043-mth-252-module-item-review-optional-3-5-derivatives-of-trigonometric-functions,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982541,,0,,context_module_item student-view context_external_tool indent_0 _requirement ContextExternalTool_118915,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,External Tool Review (Optional) - 3.5 Derivatives of Trigonometric Functions Review (Optional) - 3.5 Derivatives of Trigonometric Functions 2 context_external_tool 26982541 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Vi
mi-mth-252-26982542,26982542,2080857,MTH-252,mod-mth-252-004-mth-251-review-optional,4,24,Review (Optional) - 3.6 The Chain Rule,External Tool,module_item,26982542,obj-mth-252-module-item-26982542,00044-mth-252-module-item-review-optional-3-6-the-chain-rule,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982542,,0,,context_module_item student-view context_external_tool indent_0 _requirement ContextExternalTool_118915,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,External Tool Review (Optional) - 3.6 The Chain Rule Review (Optional) - 3.6 The Chain Rule 3 context_external_tool 26982542 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete
mi-mth-252-26982543,26982543,2080857,MTH-252,mod-mth-252-004-mth-251-review-optional,4,25,Review (Optional) - 3.9 Derivatives of Exponential and Logarithmic Functions,External Tool,module_item,26982543,obj-mth-252-module-item-26982543,00045-mth-252-module-item-review-optional-3-9-derivatives-of-exponential-and-logarithmic-functions,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982543,,0,,context_module_item student-view context_external_tool indent_0 _requirement ContextExternalTool_118915,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,External Tool Review (Optional) - 3.9 Derivatives of Exponential and Logarithmic Functions Review (Optional) - 3.9 Derivatives of Exponential and Logarithmic Functions 4 context_external_tool 26982543 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to 
mi-mth-252-26982544,26982544,2080857,MTH-252,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,5,26,Module 1 — Overview,Page,page,module-1-overview,obj-mth-252-page-module-1-overview,00046-mth-252-module-item-module-1-overview-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982544,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724873 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Module 1 — Overview Module 1 — Overview 1 wiki_page 26982544 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to comp
mi-mth-252-26982545,26982545,2080857,MTH-252,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,5,27,Module 1 — Learning Materials and Practice Activities 🕓 3 - 5 hours,Page,page,module-1-learning-materials-and-practice-activities-3-5-hours-2,obj-mth-252-page-module-1-learning-materials-and-practice-activities-3-5-hours-2,00047-mth-252-module-item-module-1-learning-materials-and-practice-activities-3-5-hours-integral-calculus-mth-252z-400-u20,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982545,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724872 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Module 1 — Learning Materials and Practice Activities 🕓 3 - 5 hours Module 1 — Learning Materials and Practice Activities 🕓 3 - 5 hours 2 wiki_page 26982545 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Modu
mi-mth-252-26982546,26982546,2080857,MTH-252,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,5,28,Dr. G's Lecture Notes--> Sect. 1.1 and 1.2,Attachment,file,119223553,obj-mth-252-file-119223553,00048-mth-252-module-item-252-lecture-1-1-to-me1-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982546,,2,,context_module_item student-view attachment indent_2 _requirement Attachment_119223553,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Attachment Dr. G's Lecture Notes--> Sect. 1.1 and 1.2 Dr. G's Lecture Notes--> Sect. 1.1 and 1.2 3 attachment 26982546 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark 
mi-mth-252-26982547,26982547,2080857,MTH-252,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,5,29,Dr. G's Videos --> 1.1,Page,page,dr-gs-videos-%3E-1-dot-1,obj-mth-252-page-dr-gs-videos-3e-1-dot-1,00049-mth-252-module-item-dr-g-s-videos-1-1-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982547,,2,,context_module_item student-view wiki_page indent_2 _requirement WikiPage_10724855 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Dr. G's Videos --> 1.1 Dr. G's Videos --> 1.1 4 wiki_page 26982547 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order t
mi-mth-252-26982548,26982548,2080857,MTH-252,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,5,30,Pre-Class Reading Quiz - 1.1 (RQ-1.1),Quiz,quiz,3167659,obj-mth-252-quiz-3167659,00050-mth-252-module-item-pre-class-reading-quiz-1-1-rq-1-1-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982548,,0,,context_module_item student-view lti-quiz also_assignment indent_0 _requirement Quiz_3167659,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Quiz Pre-Class Reading Quiz - 1.1 (RQ-1.1) Pre-Class Reading Quiz - 1.1 (RQ-1.1) 10 5 quiz 26982548 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this
