task_id,object_id,evidence_id,evidence_type,relation,source_page_id,source_url,target_page_id,target_url,detail
task-00062-mth-252-critical-setup-me2-retake-template-pdf,obj-mth-252-download-119223455,ev-01578,download_link,page_links_download,00456-mth-252-linked-detail-me2-retake-template-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223455?wrap=1,,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,Download URL indexed; parsed_markdown_path=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md; char_count=1095; page_count=5
task-00062-mth-252-critical-setup-me2-retake-template-pdf,obj-mth-252-download-119223455,ev-01579,parsed_download_text,download_binary_parsed,00456-mth-252-linked-detail-me2-retake-template-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223455?wrap=1,,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md,"file=/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223455_ME2-Retake-Template.pdf; parsed=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md; parsed_text=# MTH-252_119223455_ME2-Retake-Template.pdf - course_code: MTH-252 - course_id: 2080857 - canvas_file_id: 119223455 - repo_file_path: /Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223455_ME2-Retake-Template.pdf - download_ids: dl-mth-252-0021|dl-mth-252-0066|dl-mth-252-0067 - download_manifest_ids: download-0021|download-0066|download-0067 - source_page_titles: ME2-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Mini-Exam 2 - Retake ## Extracted Text ## Page 1 MATH 252 MINI-EXAM 2 - RETAKE SUMMER 2024 First Name Last Name OSU Student ID INSTRUCTIONS: (1) Students have a total of 75 minutes to open, download/print, write out full solutions, and upload ONE pdf of the exam to Gradescope. (2) This is designed to be a 50 minute exam. (3) No resources are permitted to be used on this exam. No calculator, no textbook, no inter- net, etc. (4) To earn full credit for each problem, you need to clearly and neatly show your work or provide a written explanation when appropriate. Partial credit will be awarded for logical, organized progress toward a solution when work is required and shown. Correct answers with no supporting work will not receive full credit. (5) Exam Honor Pledge: This exam must be taken using no resources, as referenced in (3). You may NOT consult nor share information with any other person(s) or external resource(s) until 5 days after the Mini-Exam. Please indicate on your cover page that you acknowledge pledging to abide by these instructions by signing your name. Pledge: ## Page 2 ## Page 3 ## Page 4 ## Page 5"
task-00062-mth-252-critical-setup-me2-retake-template-pdf,obj-mth-252-download-119223455,ev-01580,download_link,page_links_download,00457-mth-252-linked-detail-mini-exam-2-retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047?module_item_id=26982654#,,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,Download URL indexed; parsed_markdown_path=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md; char_count=1095; page_count=5
task-00062-mth-252-critical-setup-me2-retake-template-pdf,obj-mth-252-download-119223455,ev-01581,parsed_download_text,download_binary_parsed,00457-mth-252-linked-detail-mini-exam-2-retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047?module_item_id=26982654#,,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md,"file=/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223455_ME2-Retake-Template.pdf; parsed=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md; parsed_text=# MTH-252_119223455_ME2-Retake-Template.pdf - course_code: MTH-252 - course_id: 2080857 - canvas_file_id: 119223455 - repo_file_path: /Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223455_ME2-Retake-Template.pdf - download_ids: dl-mth-252-0021|dl-mth-252-0066|dl-mth-252-0067 - download_manifest_ids: download-0021|download-0066|download-0067 - source_page_titles: ME2-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Mini-Exam 2 - Retake ## Extracted Text ## Page 1 MATH 252 MINI-EXAM 2 - RETAKE SUMMER 2024 First Name Last Name OSU Student ID INSTRUCTIONS: (1) Students have a total of 75 minutes to open, download/print, write out full solutions, and upload ONE pdf of the exam to Gradescope. (2) This is designed to be a 50 minute exam. (3) No resources are permitted to be used on this exam. No calculator, no textbook, no inter- net, etc. (4) To earn full credit for each problem, you need to clearly and neatly show your work or provide a written explanation when appropriate. Partial credit will be awarded for logical, organized progress toward a solution when work is required and shown. Correct answers with no supporting work will not receive full credit. (5) Exam Honor Pledge: This exam must be taken using no resources, as referenced in (3). You may NOT consult nor share information with any other person(s) or external resource(s) until 5 days after the Mini-Exam. Please indicate on your cover page that you acknowledge pledging to abide by these instructions by signing your name. Pledge: ## Page 2 ## Page 3 ## Page 4 ## Page 5"
task-00063-mth-252-critical-setup-me3-retake-template-pdf,obj-mth-252-download-119223623,ev-01410,download_link,page_links_download,00157-mth-252-module-item-mini-exam-3-retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049?module_item_id=26982655,,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,Download URL indexed; parsed_markdown_path=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md; char_count=1106; page_count=6
task-00063-mth-252-critical-setup-me3-retake-template-pdf,obj-mth-252-download-119223623,ev-01411,parsed_download_text,download_binary_parsed,00157-mth-252-module-item-mini-exam-3-retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049?module_item_id=26982655,,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md,"file=/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf; parsed=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md; parsed_text=# MTH-252_119223623_ME3-Retake-Template.pdf - course_code: MTH-252 - course_id: 2080857 - canvas_file_id: 119223623 - repo_file_path: /Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf - download_ids: dl-mth-252-0024|dl-mth-252-0070|dl-mth-252-0071 - download_manifest_ids: download-0024|download-0070|download-0071 - source_page_titles: ME3-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Mini-Exam 3 - Retake ## Extracted Text ## Page 1 MATH 252 MINI-EXAM 3 - RETAKE SUMMER 2024 First Name Last Name OSU Student ID INSTRUCTIONS: (1) Students have a total of 75 minutes to open, download/print, write out full solutions, and upload ONE pdf of the exam to Gradescope. (2) This is designed to be a 50 minute exam. (3) No resources are permitted to be used on this exam. No calculator, no textbook, no inter- net, etc. (4) To earn full credit for each problem, you need to clearly and neatly show your work or provide a written explanation when appropriate. Partial credit will be awarded for logical, organized progress toward a solution when work is required and shown. Correct answers with no supporting work will not receive full credit. (5) Exam Honor Pledge: This exam must be taken using no resources, as referenced in (3). You may NOT consult nor share information with any other person(s) or external resource(s) until 5 days after the Mini-Exam. Please indicate on your cover page that you acknowledge pledging to abide by these instructions by signing your name. Pledge: ## Page 2 ## Page 3 ## Page 4 ## Page 5 ## Page 6"
task-00063-mth-252-critical-setup-me3-retake-template-pdf,obj-mth-252-download-119223623,ev-01584,download_link,page_links_download,00458-mth-252-linked-detail-me3-retake-template-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223623?wrap=1,,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,Download URL indexed; parsed_markdown_path=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md; char_count=1106; page_count=6
task-00063-mth-252-critical-setup-me3-retake-template-pdf,obj-mth-252-download-119223623,ev-01585,parsed_download_text,download_binary_parsed,00458-mth-252-linked-detail-me3-retake-template-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223623?wrap=1,,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md,"file=/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf; parsed=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md; parsed_text=# MTH-252_119223623_ME3-Retake-Template.pdf - course_code: MTH-252 - course_id: 2080857 - canvas_file_id: 119223623 - repo_file_path: /Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf - download_ids: dl-mth-252-0024|dl-mth-252-0070|dl-mth-252-0071 - download_manifest_ids: download-0024|download-0070|download-0071 - source_page_titles: ME3-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Mini-Exam 3 - Retake ## Extracted Text ## Page 1 MATH 252 MINI-EXAM 3 - RETAKE SUMMER 2024 First Name Last Name OSU Student ID INSTRUCTIONS: (1) Students have a total of 75 minutes to open, download/print, write out full solutions, and upload ONE pdf of the exam to Gradescope. (2) This is designed to be a 50 minute exam. (3) No resources are permitted to be used on this exam. No calculator, no textbook, no inter- net, etc. (4) To earn full credit for each problem, you need to clearly and neatly show your work or provide a written explanation when appropriate. Partial credit will be awarded for logical, organized progress toward a solution when work is required and shown. Correct answers with no supporting work will not receive full credit. (5) Exam Honor Pledge: This exam must be taken using no resources, as referenced in (3). You may NOT consult nor share information with any other person(s) or external resource(s) until 5 days after the Mini-Exam. Please indicate on your cover page that you acknowledge pledging to abide by these instructions by signing your name. Pledge: ## Page 2 ## Page 3 ## Page 4 ## Page 5 ## Page 6"
task-00063-mth-252-critical-setup-me3-retake-template-pdf,obj-mth-252-download-119223623,ev-01586,download_link,page_links_download,00459-mth-252-linked-detail-mini-exam-3-retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049?module_item_id=26982655#,,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,Download URL indexed; parsed_markdown_path=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md; char_count=1106; page_count=6
task-00063-mth-252-critical-setup-me3-retake-template-pdf,obj-mth-252-download-119223623,ev-01587,parsed_download_text,download_binary_parsed,00459-mth-252-linked-detail-mini-exam-3-retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049?module_item_id=26982655#,,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md,"file=/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf; parsed=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md; parsed_text=# MTH-252_119223623_ME3-Retake-Template.pdf - course_code: MTH-252 - course_id: 2080857 - canvas_file_id: 119223623 - repo_file_path: /Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf - download_ids: dl-mth-252-0024|dl-mth-252-0070|dl-mth-252-0071 - download_manifest_ids: download-0024|download-0070|download-0071 - source_page_titles: ME3-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Mini-Exam 3 - Retake ## Extracted Text ## Page 1 MATH 252 MINI-EXAM 3 - RETAKE SUMMER 2024 First Name Last Name OSU Student ID INSTRUCTIONS: (1) Students have a total of 75 minutes to open, download/print, write out full solutions, and upload ONE pdf of the exam to Gradescope. (2) This is designed to be a 50 minute exam. (3) No resources are permitted to be used on this exam. No calculator, no textbook, no inter- net, etc. (4) To earn full credit for each problem, you need to clearly and neatly show your work or provide a written explanation when appropriate. Partial credit will be awarded for logical, organized progress toward a solution when work is required and shown. Correct answers with no supporting work will not receive full credit. (5) Exam Honor Pledge: This exam must be taken using no resources, as referenced in (3). You may NOT consult nor share information with any other person(s) or external resource(s) until 5 days after the Mini-Exam. Please indicate on your cover page that you acknowledge pledging to abide by these instructions by signing your name. Pledge: ## Page 2 ## Page 3 ## Page 4 ## Page 5 ## Page 6"
task-00064-mth-252-critical-setup-whw3-key-pdf,obj-mth-252-download-119223584,ev-01339,download_link,page_links_download,00027-mth-252-module-item-whw3-key-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223584?module_item_id=26982504,,https://canvas.oregonstate.edu/courses/2080857/files/119223584/download?download_frd=1,Download URL indexed; parsed_markdown_path=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0012-mth-252-119246095.md; char_count=2204; page_count=2
task-00064-mth-252-critical-setup-whw3-key-pdf,obj-mth-252-download-119223584,ev-01340,parsed_download_text,download_binary_parsed,00027-mth-252-module-item-whw3-key-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223584?module_item_id=26982504,,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0012-mth-252-119246095.md,"file=/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246095_MTH-252-Online-Course-Calendar.pdf; parsed=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0012-mth-252-119246095.md; parsed_text=# MTH-252_119246095_MTH-252-Online-Course-Calendar.pdf - course_code: MTH-252 - course_id: 2080857 - canvas_file_id: 119246095 - repo_file_path: /Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246095_MTH-252-Online-Course-Calendar.pdf - download_ids: dl-mth-252-0004|dl-mth-252-0048 - download_manifest_ids: download-0004|download-0048 - source_page_titles: MTH-252-Online-Course-Calendar.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Syllabus and Calendar (as of 6/21) --> Both Sections 400 and 401: INTEGRAL CALCULUS (MTH_252Z_400_U2026) ## Extracted Text ## Page 1 MTH 252 Ecampus Course Calendar Week Topic OpenStax Sections Learning Activities Due Dates 1 1.1: Sums and Area Section: 1.1 - Reading Quiz (RQ) Achieve, RQ, WHW - Achieve-Intro Reflection - Achieve 1.1 DR1: Thursday of week 2 - Written Homework 1 (WHW1) - Discussion 1 (DR1) 2 1.2: Definite Integral Section: 1.2 - Reading Quiz (RQ) Achieve, RQ, WHW: - Ach – Reflection 2 Monday of week 3 - Achieve 1.2 - WHW2 DR2: Thurs. of week 3 - DR2 3 Mini-Exam 1 Sections: 1.3, 4.10 - Reading Quiz (RQ) Mini-Exam 1: Due by - Achieve 1.3, 4.10 Thursday of week 3. 1.3: Fundamental - WHW3 Theorem of Calculus - DR3 Achieve, RQ, WHW: Monday of week 4 Antiderivatives (Section 4.10 DR3: Monday of week 4 OpenStax V1) 4 1.4: Net Change Sections: 1.4, 1.5, - Reading Quiz Achieve, RQ, WHW: 1.6 - Achieve 1.4, 1.5, 1.6 Monday of week 5 1.5: Substitution - WHW4 - DR4 DR4: Friday of week 5 1.6: Exponentials and Logarithm Integrals 5 Mini-Exam 2 Sections: 3.1, 3.2 - Reading Quiz Mini-Exam 2: Due by - Achieve 3.1, 3.2 Thursday of week 5. 3.1: Integration by - WHW5 Parts - DR5 Achieve, RQ, WHW: Monday of week 6 3.2: Trigonometric Integrals DR5: Sat. of week 5 6 3.3: Trigonometric Sections: 3.3, 3.4 - Reading Quiz Achieve, RQ, WHW: Substitution - Achieve 3.3, 3.4 Monday of week 7 - WHW6 3.4: Partial Fractions - DR6 DR6: Thur. of week 7 ## Page 2 7 Mini-Exam 3 Sections: 2.1, 2.2 - Reading Quiz Mini-Exam 3: Due by - Achieve 2.1, 2.2 Thursday of week 7. 2.1: Areas Between - WHW7 Curves - DR7 RQ, Achieve, WHW: Monday of week 8 2.2: Determining Volume by Slicing DR7: Sat. of week 7 8 2.3: Volumes of Sections: 2.3, 2.4 - Reading Quiz Achieve, RQ, WHW: Revolution: Shells - Achieve 2.3, 2.4 Monday of week 9 - WHW8 2.4 Arc Length - DR8 DR8: Thur. of week 9 9 Mini-Exam 4 Sections: 2.5 - Reading Quiz Mini-Exam 4: Due by - Achieve 2.5-1, 2.5-2 Thursday of week 9. 2.5: Physical - WHW9 Applications - DR9 Achieve, RQ, WHW: Monday of week 10 DR9: Sat. of week 10 10 3.7: Improper Sections: 3.7 - Reading Quiz Achieve, RQ, WHW: Integrals - Achieve 3.7 Monday of week 11 - WHW10 -Reflection 3 11 Mini-Exam 5 Mini-Exam 5 and ONE Mini- Exam Retake: Due between Mini-Exam Retakes 1 Monday to Wednesday - 4 week 11"
task-00064-mth-252-critical-setup-whw3-key-pdf,obj-mth-252-download-119223584,ev-01506,download_link,page_links_download,00325-mth-252-linked-detail-whw3-key-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223584?module_item_id=26982504#,,https://canvas.oregonstate.edu/courses/2080857/files/119223584/download?download_frd=1,Download URL indexed; binary not downloaded.
task-00065-mth-252-critical-setup-whw4-key-pdf,obj-mth-252-download-119223460,ev-01341,download_link,page_links_download,00028-mth-252-module-item-whw4-key-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223460?module_item_id=26982505,,https://canvas.oregonstate.edu/courses/2080857/files/119223460/download?download_frd=1,Download URL indexed; parsed_markdown_path=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0022-mth-252-119223565.md; char_count=2253; page_count=2
task-00065-mth-252-critical-setup-whw4-key-pdf,obj-mth-252-download-119223460,ev-01342,parsed_download_text,download_binary_parsed,00028-mth-252-module-item-whw4-key-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223460?module_item_id=26982505,,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0022-mth-252-119223565.md,"file=/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223565_Achieve Registration Process_v3.pdf; parsed=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0022-mth-252-119223565.md; parsed_text=# MTH-252_119223565_Achieve Registration Process_v3.pdf - course_code: MTH-252 - course_id: 2080857 - canvas_file_id: 119223565 - repo_file_path: /Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223565_Achieve Registration Process_v3.pdf - download_ids: dl-mth-252-0005|dl-mth-252-0049 - download_manifest_ids: download-0005|download-0049 - source_page_titles: Achieve Registration Process_v3.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026) ## Extracted Text ## Page 1 Achieve Registration Process Your least expensive option is to purchase Achieve access through OSU Beaver Store for $39.75. Follow these steps to register your Achieve materials. Step I: Purchase Achieve Through OSU Beaver Store Use the link provided by your instructor to purchase access. Once done, you will get an email (or message) that looks like: Title: [TITLE] Author: [AUTHOR] ISBN: [ISBN] Thank you for your purchase. Your access code is: [CODE] You now need to redeem your access code, as follows. Step II: Pick Your Browser Achieve works best with Chrome, and continues to be incompatible with Safari. Another good option is Microsoft Edge. Step III: Go to Your Canvas Course (1) Log in to your Canvas course. (2) Select your course for this term. (3) Inside your Canvas course, locate and click on any Achieve assignment inside Canvas. • Students do NOT need a course ID to gain access. • If you are not sure which assignments are Achieve assignments, you may instead click Macmillan Learning in the left navigation panel of your Canvas course and click the Achieve link. (4) When prompted, enter your name and email address. • If you have an existing Achieve account that you would like to link to your Canvas account, enter the e-mail address of that Achieve account here. (5) Enter the access code purchased in your bookstore [CODE], then click the Enter button. • Do not register for your Achieve materials through the Achieve website. This will prevent your Achieve grades from appearing in the Canvas gradebook. • If you are not ready to make the purchase, when asked for the access code, you may instead click Start a grace period and get yourself 14 days of grace period. After 14 days, you will be required to pay for Achieve access. Technical Support If you experience any obstacles while using Achieve, you may contact customer support. If tech support is unable to resolve your issue, you may contact the following people: ## Page 2 Achieve Registration Process • Jordan Enzor jordan.enzor(cid:64)macmillan.com • Sierra Sherland sierra.sherland(cid:64)macmillan.com • Nathan Digweed nathan.digweed(cid:64)macmillan.com In the subject line, please provide the Case Number from your phone call/email with tech support."
task-00065-mth-252-critical-setup-whw4-key-pdf,obj-mth-252-download-119223460,ev-01507,download_link,page_links_download,00326-mth-252-linked-detail-whw4-key-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/files/119223460?module_item_id=26982505#,,https://canvas.oregonstate.edu/courses/2080857/files/119223460/download?download_frd=1,Download URL indexed; binary not downloaded.
task-00066-mth-252-lecture-video-whw4-template-1-pdf,obj-mth-252-download-119223566,ev-01371,download_link,page_links_download,00085-mth-252-module-item-module-4-written-homework-whw-4-3-hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586057?module_item_id=26982580,,https://canvas.oregonstate.edu/courses/2080857/files/119223566/download?download_frd=1,Download URL indexed; parsed_markdown_path=/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0016-mth-252-119223618.md; char_count=12274; page_count=11
