course_id,course_code,canvas_file_id,file_name,final_status,attempt_count,href,preview_url,page_title,page_url,browser_download_path,repo_file_path,byte_size,notes
2080857,MTH-252,119246076,MTH 252Z-400 Syllabus U26 Gilliam.pdf,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2080857/files/119246076/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119246076,MTH 252Z-400 Syllabus U26 Gilliam.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119246076,/Users/jake/Downloads/MTH 252Z-400 Syllabus U26 Gilliam (2).pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246076_MTH 252Z-400 Syllabus U26 Gilliam.pdf,484349,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119246078,MTH 252Z-401 Syllabus U26 Gilliam.pdf,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2080857/files/119246078/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119246078,MTH 252Z-401 Syllabus U26 Gilliam.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119246078,/Users/jake/Downloads/MTH 252Z-401 Syllabus U26 Gilliam.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246078_MTH 252Z-401 Syllabus U26 Gilliam.pdf,484732,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119246095,MTH-252-Online-Course-Calendar.pdf,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2080857/files/119246095/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119246095,MTH-252-Online-Course-Calendar.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119246095,/Users/jake/Downloads/MTH-252-Online-Course-Calendar.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246095_MTH-252-Online-Course-Calendar.pdf,139743,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,99187575,IVP-Wksht1.pdf,unauthorized_or_no_download_link,2,https://canvas.oregonstate.edu/courses/1918585/files/99187575/download?download_frd=1,https://canvas.oregonstate.edu/courses/1918585/files/99187575,Unauthorized,https://canvas.oregonstate.edu/courses/1918585/files/99187575,,,,Preview page did not expose a downloadable link; Canvas title was Unauthorized for the old-course worksheet links.
2080857,MTH-252,99187581,IVP-Wksht2.pdf,unauthorized_or_no_download_link,2,https://canvas.oregonstate.edu/courses/1918585/files/99187581/download?download_frd=1,https://canvas.oregonstate.edu/courses/1918585/files/99187581,Unauthorized,https://canvas.oregonstate.edu/courses/1918585/files/99187581,,,,Preview page did not expose a downloadable link; Canvas title was Unauthorized for the old-course worksheet links.
2053263,MTH-253,118558797,Download,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2053263/files/118558797/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053263/files/118558797,Unit #1 Written Homework.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558797,/Users/jake/Downloads/Unit #1 Written Homework.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558797_Unit -1 Written Homework.pdf,74128,Downloaded from Canvas file preview page and copied into repo.
2053263,MTH-253,118558848,Download,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053263/files/118558848/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053263/files/118558848,Infinite Limits.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558848,/Users/jake/Downloads/Infinite Limits.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558848_Infinite Limits.pdf,122497,Downloaded from Canvas file preview page and copied into repo.
2053263,MTH-253,118558879,Download,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053263/files/118558879/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053263/files/118558879,L'Hospital's Rule.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558879,/Users/jake/Downloads/L'Hospital's Rule.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558879_L-Hospital-s Rule.pdf,152338,Downloaded from Canvas file preview page and copied into repo.
2053263,MTH-253,118558899,Download,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053263/files/118558899/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053263/files/118558899,MTH 253 Weekly Schedule.docx: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558899,/Users/jake/Downloads/MTH 253 Weekly Schedule.docx,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558899_MTH 253 Weekly Schedule.docx,16330,Downloaded from Canvas file preview page and copied into repo.
2053263,MTH-253,118558936,Download,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053263/files/118558936/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053263/files/118558936,Evaluating Limits.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558936,/Users/jake/Downloads/Evaluating Limits.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558936_Evaluating Limits.pdf,188700,Downloaded from Canvas file preview page and copied into repo.
2053263,MTH-253,118558944,MTH 253 - Final Exam Practice Problems - Answers.pdf,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053263/files/118558944/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053263/files/118558944,MTH 253 - Final Exam Practice Problems - Answers.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558944,/Users/jake/Downloads/MTH 253 - Final Exam Practice Problems - Answers.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558944_MTH 253 - Final Exam Practice Problems - Answers.pdf,440868,Downloaded from Canvas file preview page and copied into repo.
2053263,MTH-253,118558956,MTH 253 - Final Exam Practice Problems.pdf,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053263/files/118558956/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053263/files/118558956,MTH 253 - Final Exam Practice Problems.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558956,/Users/jake/Downloads/MTH 253 - Final Exam Practice Problems.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558956_MTH 253 - Final Exam Practice Problems.pdf,356513,Downloaded from Canvas file preview page and copied into repo.
2053263,MTH-253,118558963,Download,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053263/files/118558963/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053263/files/118558963,Improper Integrals.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558963,/Users/jake/Downloads/Improper Integrals.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558963_Improper Integrals.pdf,90921,Downloaded from Canvas file preview page and copied into repo.
2053526,PHY-212,118705530,CamScanner,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053526/files/118705530/download?wrap=1,https://canvas.oregonstate.edu/courses/2053526/files/118705530,gradescope_tips.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118705530,/Users/jake/Downloads/gradescope_tips.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118705530_gradescope_tips.pdf,1280796,Downloaded from Canvas file preview page and copied into repo.
2053526,PHY-212,118705575,Download,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053526/files/118705575/download?download_frd=1,https://canvas.oregonstate.edu/courses/2053526/files/118705575,Proctorio Guide.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118705575,/Users/jake/Downloads/Proctorio Guide.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118705575_Proctorio Guide.pdf,199373,Downloaded from Canvas file preview page and copied into repo.
2053526,PHY-212,118706071,Scannable or GeniusScan,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2053526/files/118706071/download?wrap=1,https://canvas.oregonstate.edu/courses/2053526/files/118706071,submittinghwguidenew.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118706071,/Users/jake/Downloads/submittinghwguidenew.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118706071_submittinghwguidenew.pdf,717103,Downloaded from Canvas file preview page and copied into repo.
